상호,시도,시군구,소재지,전산보고여부
새청주주유소,충청북도,청주시,충청북도 청주시 흥덕구 사운로302 (신봉동) ,Y
새춘천주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 세실로38 (동내면) ,Y
새한가스(주) 명품주유소,부산광역시,북구,부산광역시 북구 금곡대로113 (덕천동) ,Y
새희망주유소,제주특별자치도,제주시,제주특별자치도 제주시 김녕로138 (구좌읍) ,Y
색장주유소,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로4860 (색장동) ,Y
샘골농업협동조합 (북면지점),전북특별자치도,정읍시,전북특별자치도 정읍시 정읍북로578 (북면) ,Y
샘터주유소,경기도,시흥시,경기도 시흥시 범안로336 (계수동) ,Y
생극그린셀프주유소,충청북도,음성군, 충청북도 음성군 생극면 오신로555,Y
샤인에너비스(주) 사등주유소,경상남도,거제시,경상남도 거제시 거제대로5486 (사등면) ,Y
샬롬주유소,대구광역시,달서구,대구광역시 달서구 달서대로58 (유천동) ,Y
서강화농협 내가셀프주유소,인천광역시,강화군, 인천광역시 강화군 내가면 강화서로 4,Y
서강화농협주유소,인천광역시,강화군,인천광역시 강화군 교동동로480 (교동면) ,Y
서경주유소,제주특별자치도,제주시,제주특별자치도 제주시 월광로125 (노형동) ,Y
서광농협송천주유소,강원특별자치도,양양군,강원특별자치도 양양군 구룡령로2948 (서면) ,Y
서광유업(주) 청도3주유소,인천광역시,서구,인천광역시 서구 중봉대로372 (원창동) ,Y
서광주유소,전북특별자치도,익산시,전북특별자치도 익산시 무왕로1531 (석왕동) ,Y
서광주유소,충청남도,홍성군,충청남도 홍성군 내포로185 (홍성읍) ,Y
서광주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중산간서로1866 (안덕면) ,Y
서광주유소,서울특별시,강남구,서울특별시 강남구 역삼로142 (역삼동) ,Y
서광주유소,경기도,수원시,경기도 수원시 장안구 서부로2370 (이목동) ,Y
서군산농협주유소,전북특별자치도,군산시,전북특별자치도 군산시 문창2길1 (산북동) ,Y
서귀포농협주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로38 (토평동) ,Y
서남부주유소,대전광역시,유성구,대전광역시 유성구 유성대로40 (원내동) ,Y
서남주유소,서울특별시,중구,서울특별시 중구 세종대로5길43 (봉래동1가) ,Y
서대전농협주유소,대전광역시,중구,대전광역시 중구 계백로1555 (유천동) ,Y
서동주유소,충청남도,서산시,충청남도 서산시 고운로320 (잠홍동) ,Y
서마산IC주유소,경상남도,창원시,경상남도 창원시 마산회원구 삼호로248 (석전동) ,Y
서문경농협농암지점주유소,경상북도,문경시,경상북도 문경시 농암길60 (농암면) ,Y
서보 셀프주유소,경상북도,상주시,경상북도 상주시 영남제일로1956 (연원동) ,Y
서부농협주유소,충청남도,홍성군,충청남도 홍성군 서부로777 (서부면) ,Y
서부농협주유소,경상북도,성주군,경상북도 성주군 가천로29 (가천면) ,Y
서부산농협주유소,부산광역시,사하구,부산광역시 사하구 장평로177 (장림동) ,Y
서부알뜰주유소,경상남도,김해시,경상남도 김해시 전하로171 (흥동) ,Y
서부여농협남면지점주유소,충청남도,부여군,충청남도 부여군 남성로434 (남면) ,Y
서부여농협옥산지점주유소,충청남도,부여군,충청남도 부여군 대백제로347 (옥산면) ,Y
서산농협주유소,충청남도,서산시,충청남도 서산시 서해로3179 (예천동) ,Y
서산농협팔봉지점주유소,충청남도,서산시,충청남도 서산시 한월당로344 (팔봉면) ,Y
서산인삼농협주유소,충청남도,서산시,충청남도 서산시 중앙로520 (수석동) ,Y
서산주유소,전라남도,강진군,전라남도 강진군 녹색로3926 (강진읍) ,Y
서상주농협 화동지점주유소,경상북도,상주시,경상북도 상주시 중화로1470 (화동면) ,Y
서서울고속주유소,서울특별시,구로구,서울특별시 구로구 경인로150 (오류동) ,Y
서서천농협주유소,충청남도,서천군,충청남도 서천군 서인로824 (서면) ,Y
서석농협주유소,강원특별자치도,홍천군,강원특별자치도 홍천군 구룡령로2491 (서석면) ,Y
서순창농협 금과지점주유소,전북특별자치도,순창군,전북특별자치도 순창군 금풍로188 (금과면) ,Y
서순창농협주유소,전북특별자치도,순창군,전북특별자치도 순창군 추령로1181-1 (복흥면) ,Y
서신농협주유소,경기도,화성시,경기도 화성시 궁평항로1705 (서신면) ,Y
서안동농협주유소 풍산점,경상북도,안동시,경상북도 안동시 풍산중앙길6-1 (풍산읍) ,Y
서안동농협주유소 풍천점,경상북도,안동시,경상북도 안동시 지풍로1481 (풍천면) ,Y
서안성아이씨,경기도,안성시,경기도 안성시 남북대로1916 (양성면) ,Y
서양새마을금고주유소,광주광역시,남구,광주광역시 남구 독립로140 (월산동) ,Y
서여주IC 주유소,경기도,여주시,경기도 여주시 중부대로2657 (세종대왕면) ,Y
서영광농협주유소,전라남도,영광군,전라남도 영광군 천년로870-20 (군남면) 가동,Y
서영암농협주유소,전라남도,영암군,전라남도 영암군 흑석로1569-101 (미암면) ,Y
서울석유(주) 구산주유소,경기도,하남시,경기도 하남시 미사대로316 (망월동) ,Y
서울석유(주) 동탄반월주유소,경기도,화성시,경기도 화성시 동탄원천로447 (반월동) ,Y
서울석유(주) 명성주유소,경기도,고양시,경기도 고양시 덕양구 호국로1628 (벽제동) ,Y
서울석유(주) 모과나무주유소,경기도,용인시,경기도 용인시 처인구 포은대로226 (모현읍) ,Y
서울석유(주) 박석고개주유소,서울특별시,은평구,서울특별시 은평구 통일로945 (갈현동) ,Y
서울석유(주) 본오주유소,경기도,안산시,경기도 안산시 상록구 석호로369 (본오동) ,Y
서울석유(주) 부일주유소,인천광역시,부평구,인천광역시 부평구 부평대로96 (부평동) ,Y
서울석유(주) 아산신도시주유소,충청남도,아산시,충청남도 아산시 새아산로20-2 (배방읍) ,Y
서울석유(주) 양재주유소,서울특별시,서초구,서울특별시 서초구 바우뫼로178 (양재동) ,Y
서울석유(주) 이에스주유소,경기도,평택시,경기도 평택시 동삭로363 (동삭동) ,Y
서울석유(주) 장충주유소,서울특별시,중구,서울특별시 중구 장충단로202 (장충동1가) ,Y
서울석유(주) 진위산단주유소,경기도,평택시,경기도 평택시 삼남로712 (진위면) ,Y
서울석유(주) 탑주유소,경기도,수원시,경기도 수원시 권선구 서부로1774 (탑동) ,Y
서울석유(주) 태경주유소,인천광역시,계양구,인천광역시 계양구 아나지로554 (서운동) ,Y
서울석유(주) 풍산주유소,경기도,고양시,경기도 고양시 일산동구 중산로55 (중산동) ,Y
서울석유(주) 항만주유소,경기도,평택시,경기도 평택시 서동대로524 (포승읍) ,Y
서울석유(주) 현대주유소,경기도,의왕시,경기도 의왕시 경수대로347 (오전동) ,Y
서울석유(주) 호매실주유소,경기도,수원시,경기도 수원시 권선구 서수원로453 (호매실동) ,Y
서울석유(주)호평첨단주유소,경기도,남양주시,경기도 남양주시 늘을1로161 (호평동) ,Y
서울셀프주유소,충청북도,음성군,충청북도 음성군 대금로789 (대소면) ,Y
서울주유소,경기도,의정부시,경기도 의정부시 시민로284 (신곡동) ,Y
서원경주유소,충청북도,청주시,충청북도 청주시 흥덕구 직지대로579 (봉명동) ,Y
서의성농협 주유소,경상북도,의성군,경상북도 의성군 도안로1639 (단밀면) ,Y
서익산농협주유소,전북특별자치도,익산시,전북특별자치도 익산시 함라2길2 (함라면) ,Y
서일산업(주)장유주유소,경상남도,김해시,경상남도 김해시 장유로581 (응달동) ,Y
서일석유(주) 락성주유소,서울특별시,관악구,서울특별시 관악구 남부순환로1920 (봉천동) ,Y
서일석유(주) 분당대일주유소,경기도,성남시,경기도 성남시 분당구 양현로312 (야탑동) ,Y
서일석유(주) 열린스타주유소,경기도,의왕시,경기도 의왕시 모락로117 (오전동) ,Y
서일석유(주)갈현주유소,인천광역시,계양구,인천광역시 계양구 드림로764 (갈현동) ,Y
서일석유(주)남동서일주유소,인천광역시,남동구,인천광역시 남동구 인주대로810 (구월동) ,Y
서일석유(주)북항서일주유소,인천광역시,서구,인천광역시 서구 북항로185 (원창동) ,Y
서일석유(주)서일주유소,경기도,안양시,경기도 안양시 동안구 엘에스로56 (호계동) ,Y
서일석유(주)수정주유소,인천광역시,남동구,인천광역시 남동구 남동대로559 (남촌동) ,Y
서일석유(주)용인서일주유소,경기도,용인시,경기도 용인시 기흥구 신수로70 (신갈동) ,Y
서진도농업협동조합,전라남도,진도군,전라남도 진도군 십일시길48 (임회면) ,Y
서진도농협 조도주유소,전라남도,진도군,전라남도 진도군 조도대로419 (조도면) ,Y
서진도농협광석주유소,전라남도,진도군,전라남도 진도군 광석길53 (임회면) ,Y
서진도농협지산주유소,전라남도,진도군,전라남도 진도군 인지인천1길12 (지산면) ,Y
서진셀프주유소,울산광역시,울주군,울산광역시 울주군 삼동로1659 (웅촌면) ,Y
서창농협주유소,광주광역시,서구,광주광역시 서구 회재로527 (서창동) ,Y
서창산업(주) 서천(서울방향)주유소,충청남도,서천군,충청남도 서천군 서해안고속도로168 (비인면) ,Y
서창산업(주) 옥계(속초방향)주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 동해고속도로322 (옥계면) ,Y
서창산업(주) 용인(강릉방향)주유소,경기도,용인시,경기도 용인시 처인구 주북로94번길30 (양지면) ,Y
서창산업(주) 용인(인천방향)주유소,경기도,용인시,경기도 용인시 처인구 주북로66-16 (고림동) ,Y
서창산업(주) 죽전(상)주유소,경기도,용인시,경기도 용인시 수지구 경부고속도로400 (죽전동) ,Y
서천군수협 희리산주유소,충청남도,서천군,충청남도 서천군 충서로107 (종천면) ,Y
서천알뜰주유소,전라남도,광양시,전라남도 광양시 순광로589 (광양읍) ,Y
서청도농협양원점주유소,경상북도,청도군,경상북도 청도군 양원길74 (이서면) ,Y
서청도농협주유소,경상북도,청도군,경상북도 청도군 헐티로821 (각북면) ,Y
서청주주유소,충청북도,청주시,충청북도 청주시 흥덕구 1순환로572 (봉명동) ,Y
서초우면산주유소,서울특별시,서초구,서울특별시 서초구 양재대로2길100-30 (우면동) ,Y
서춘천농협주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 박사로1266 (서면) ,Y
서충주IC주유소,충청북도,충주시,충청북도 충주시 신덕로225 (신니면) ,Y
서포농협주유소,경상남도,사천시,경상남도 사천시 서포로322 (서포면) ,Y
서포항농협 기북주유소,경상북도,포항시,경상북도 포항시 북구 기북로420 (기북면) ,Y
서포항농협 죽장지점 경제사업소,경상북도,포항시,경상북도 포항시 북구 새마을로3604 (죽장면) ,Y
서포항농협 죽장지점 상옥분점,경상북도,포항시,경상북도 포항시 북구 죽장로1834 (죽장면) ,Y
서포항농협주유소,경상북도,포항시,경상북도 포항시 북구 기계로57번길22 (기계면) ,Y
서하남배다리주유소,경기도,하남시,경기도 하남시 서하남로58 (감북동) ,Y
서학주유소,강원특별자치도,태백시,강원특별자치도 태백시 번영로87 (황지동) ,Y
서해로 주유소,경기도,화성시,경기도 화성시 서해로962 (팔탄면) ,Y
서해목포주유소,전라남도,목포시,전라남도 목포시 고하대로806 (연산동) ,Y
서해현대셀프주유소,경기도,화성시,경기도 화성시 매송고색로109 (매송면) ,Y
서홍천농업협동조합 두미지점,강원특별자치도,홍천군,강원특별자치도 홍천군 팔봉산로542 (서면) ,Y
서홍천농협주유소,강원특별자치도,홍천군,강원특별자치도 홍천군 시동로62 (남면) ,Y
서희주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 임곡로217 (강동면) ,Y
석계주유소,경상북도,영천시,경상북도 영천시 호국로1441 (고경면) ,Y
